999, 43583, 0, 0, 0
1999, 43520, 0, 0, 0
2999, 43445, 0, 0, 0
3999, 43546, 0, 0, 0
4999, 40959, 0, 0, 0
5999, 41896, 0, 0, 0
6999, 47726, 0, 0, 0
7999, 47585, 0, 0, 0
8999, 47534, 0, 0, 0
9999, 47540, 0, 0, 0
10999, 47664, 0, 0, 0
11999, 47696, 0, 0, 0
12999, 47588, 0, 0, 0
13999, 47402, 0, 0, 0
14999, 47193, 0, 0, 0
15999, 44916, 0, 0, 0
16999, 42990, 0, 0, 0
17999, 42703, 0, 0, 0
19000, 43375, 0, 0, 0
19999, 43525, 0, 0, 0
20999, 43536, 0, 0, 0
21999, 43545, 0, 0, 0
22999, 43175, 0, 0, 0
23999, 45748, 0, 0, 0
24999, 47828, 0, 0, 0
25999, 48264, 0, 0, 0
26999, 48489, 0, 0, 0
27999, 48589, 0, 0, 0
28999, 48538, 0, 0, 0
29999, 48539, 0, 0, 0
