999, 184322, 0, 0, 0
1999, 184075, 0, 0, 0
2999, 183600, 0, 0, 0
3999, 183446, 0, 0, 0
4999, 184972, 0, 0, 0
5999, 184701, 0, 0, 0
6999, 184214, 0, 0, 0
7999, 184611, 0, 0, 0
8999, 184861, 0, 0, 0
9999, 185090, 0, 0, 0
10999, 184226, 0, 0, 0
11999, 183440, 0, 0, 0
13000, 184038, 0, 0, 0
13999, 183217, 0, 0, 0
14999, 184109, 0, 0, 0
15999, 184630, 0, 0, 0
16999, 184337, 0, 0, 0
17999, 184600, 0, 0, 0
19000, 184792, 0, 0, 0
19999, 184894, 0, 0, 0
20999, 185079, 0, 0, 0
21999, 183351, 0, 0, 0
22999, 183257, 0, 0, 0
23999, 183134, 0, 0, 0
24999, 183731, 0, 0, 0
25999, 183241, 0, 0, 0
26999, 184488, 0, 0, 0
27999, 184019, 0, 0, 0
28999, 184055, 0, 0, 0
29999, 184197, 0, 0, 0
