999, 211859, 0, 0, 0
1999, 212334, 0, 0, 0
2999, 212092, 0, 0, 0
3999, 212084, 0, 0, 0
4999, 211571, 0, 0, 0
5999, 211842, 0, 0, 0
6999, 211697, 0, 0, 0
7999, 212047, 0, 0, 0
8999, 211832, 0, 0, 0
10000, 211900, 0, 0, 0
10999, 211862, 0, 0, 0
11999, 211825, 0, 0, 0
12999, 211907, 0, 0, 0
13999, 212031, 0, 0, 0
14999, 211834, 0, 0, 0
15999, 211865, 0, 0, 0
16999, 211946, 0, 0, 0
17999, 212005, 0, 0, 0
18999, 212038, 0, 0, 0
20000, 211984, 0, 0, 0
20999, 212016, 0, 0, 0
21999, 211959, 0, 0, 0
23000, 212027, 0, 0, 0
23999, 212054, 0, 0, 0
24999, 211884, 0, 0, 0
25999, 211940, 0, 0, 0
26999, 212198, 0, 0, 0
27999, 211967, 0, 0, 0
28999, 211900, 0, 0, 0
30000, 211963, 0, 0, 0
