999, 85373, 0, 0, 0
1999, 85398, 0, 0, 0
2999, 85445, 0, 0, 0
3999, 85490, 0, 0, 0
4999, 85515, 0, 0, 0
5999, 85469, 0, 0, 0
6999, 85499, 0, 0, 0
7999, 85571, 0, 0, 0
8999, 85444, 0, 0, 0
9999, 85390, 0, 0, 0
10999, 85341, 0, 0, 0
11999, 85369, 0, 0, 0
13000, 85464, 0, 0, 0
13999, 85387, 0, 0, 0
14999, 85437, 0, 0, 0
15999, 85528, 0, 0, 0
16999, 85414, 0, 0, 0
17999, 85481, 0, 0, 0
18999, 85396, 0, 0, 0
20000, 85434, 0, 0, 0
20999, 85350, 0, 0, 0
21999, 85534, 0, 0, 0
22999, 84775, 0, 0, 0
23999, 85472, 0, 0, 0
24999, 85415, 0, 0, 0
25999, 85495, 0, 0, 0
26999, 85419, 0, 0, 0
27999, 85534, 0, 0, 0
28999, 85547, 0, 0, 0
29999, 85686, 0, 0, 0
