999, 88565, 0, 0, 0
1999, 88326, 0, 0, 0
2999, 88342, 0, 0, 0
4000, 88190, 0, 0, 0
4999, 88414, 0, 0, 0
5999, 88485, 0, 0, 0
6999, 88328, 0, 0, 0
7999, 88271, 0, 0, 0
8999, 88370, 0, 0, 0
9999, 88453, 0, 0, 0
10999, 88567, 0, 0, 0
11999, 88460, 0, 0, 0
13000, 88438, 0, 0, 0
13999, 88367, 0, 0, 0
14999, 88316, 0, 0, 0
15999, 88374, 0, 0, 0
17000, 88114, 0, 0, 0
17999, 88346, 0, 0, 0
18999, 88267, 0, 0, 0
19999, 88196, 0, 0, 0
20999, 88241, 0, 0, 0
21999, 88240, 0, 0, 0
22999, 88361, 0, 0, 0
23999, 88254, 0, 0, 0
24999, 88349, 0, 0, 0
25999, 88411, 0, 0, 0
26999, 88248, 0, 0, 0
27999, 88277, 0, 0, 0
28999, 88269, 0, 0, 0
29999, 88192, 0, 0, 0
