999, 86689, 0, 0, 0
1999, 86387, 0, 0, 0
2999, 85470, 0, 0, 0
3999, 86395, 0, 0, 0
4999, 86713, 0, 0, 0
6000, 86516, 0, 0, 0
6999, 86537, 0, 0, 0
7999, 86177, 0, 0, 0
8999, 85861, 0, 0, 0
9999, 85812, 0, 0, 0
10999, 86309, 0, 0, 0
11999, 86358, 0, 0, 0
12999, 85653, 0, 0, 0
13999, 86253, 0, 0, 0
14999, 86601, 0, 0, 0
15999, 86596, 0, 0, 0
16999, 86636, 0, 0, 0
17999, 86698, 0, 0, 0
19000, 86615, 0, 0, 0
19999, 86421, 0, 0, 0
20999, 86455, 0, 0, 0
21999, 86504, 0, 0, 0
22999, 86540, 0, 0, 0
23999, 86439, 0, 0, 0
24999, 86648, 0, 0, 0
25999, 86636, 0, 0, 0
26999, 86688, 0, 0, 0
27999, 86480, 0, 0, 0
28999, 86524, 0, 0, 0
29999, 86593, 0, 0, 0
