999, 217240, 0, 0, 0
1999, 217162, 0, 0, 0
2999, 217102, 0, 0, 0
3999, 217225, 0, 0, 0
4999, 217479, 0, 0, 0
5999, 217400, 0, 0, 0
7000, 217331, 0, 0, 0
7999, 217281, 0, 0, 0
8999, 217205, 0, 0, 0
9999, 216504, 0, 0, 0
10999, 217602, 0, 0, 0
11999, 217585, 0, 0, 0
12999, 217512, 0, 0, 0
13999, 217593, 0, 0, 0
14999, 217562, 0, 0, 0
15999, 217433, 0, 0, 0
16999, 217606, 0, 0, 0
17999, 217581, 0, 0, 0
18999, 217736, 0, 0, 0
20000, 217587, 0, 0, 0
20999, 215341, 0, 0, 0
21999, 217457, 0, 0, 0
22999, 217623, 0, 0, 0
23999, 217503, 0, 0, 0
25000, 217434, 0, 0, 0
25999, 217407, 0, 0, 0
26999, 217505, 0, 0, 0
27999, 217208, 0, 0, 0
28999, 215659, 0, 0, 0
29999, 215550, 0, 0, 0
