999, 142586, 0, 0, 0
1999, 142606, 0, 0, 0
2999, 142204, 0, 0, 0
3999, 142487, 0, 0, 0
4999, 142162, 0, 0, 0
5999, 142353, 0, 0, 0
6999, 142466, 0, 0, 0
7999, 142365, 0, 0, 0
8999, 142321, 0, 0, 0
9999, 142530, 0, 0, 0
10999, 141940, 0, 0, 0
11999, 142157, 0, 0, 0
13000, 142401, 0, 0, 0
13999, 142171, 0, 0, 0
14999, 142364, 0, 0, 0
15999, 142449, 0, 0, 0
16999, 142376, 0, 0, 0
17999, 142364, 0, 0, 0
19000, 142260, 0, 0, 0
19999, 142001, 0, 0, 0
20999, 141994, 0, 0, 0
21999, 142053, 0, 0, 0
22999, 141812, 0, 0, 0
23999, 142016, 0, 0, 0
24999, 142323, 0, 0, 0
25999, 142104, 0, 0, 0
26999, 142519, 0, 0, 0
27999, 142354, 0, 0, 0
28999, 141406, 0, 0, 0
29999, 142209, 0, 0, 0
