999, 215873, 0, 0, 0
1999, 215879, 0, 0, 0
2999, 216067, 0, 0, 0
3999, 216328, 0, 0, 0
4999, 217692, 0, 0, 0
5999, 217863, 0, 0, 0
7000, 217587, 0, 0, 0
7999, 217810, 0, 0, 0
8999, 217684, 0, 0, 0
9999, 217674, 0, 0, 0
10999, 217628, 0, 0, 0
11999, 217629, 0, 0, 0
13000, 217781, 0, 0, 0
13999, 217647, 0, 0, 0
14999, 217537, 0, 0, 0
15999, 218005, 0, 0, 0
16999, 218310, 0, 0, 0
17999, 218153, 0, 0, 0
18999, 218285, 0, 0, 0
20000, 218257, 0, 0, 0
20999, 218131, 0, 0, 0
21999, 218221, 0, 0, 0
23000, 218161, 0, 0, 0
23999, 218388, 0, 0, 0
24999, 217707, 0, 0, 0
25999, 218268, 0, 0, 0
27000, 218292, 0, 0, 0
27999, 218287, 0, 0, 0
28999, 218125, 0, 0, 0
30000, 218336, 0, 0, 0
