999, 47538, 0, 0, 0
1999, 47548, 0, 0, 0
2999, 47508, 0, 0, 0
3999, 47584, 0, 0, 0
4999, 47500, 0, 0, 0
5999, 47482, 0, 0, 0
6999, 47479, 0, 0, 0
7999, 47509, 0, 0, 0
8999, 47436, 0, 0, 0
9999, 47499, 0, 0, 0
10999, 47421, 0, 0, 0
11999, 47496, 0, 0, 0
12999, 47335, 0, 0, 0
13999, 47455, 0, 0, 0
14999, 47366, 0, 0, 0
15999, 47438, 0, 0, 0
16999, 47409, 0, 0, 0
18000, 47330, 0, 0, 0
18999, 47407, 0, 0, 0
19999, 47420, 0, 0, 0
20999, 47450, 0, 0, 0
21999, 47414, 0, 0, 0
22999, 47385, 0, 0, 0
23999, 47336, 0, 0, 0
24999, 47329, 0, 0, 0
25999, 47370, 0, 0, 0
26999, 47484, 0, 0, 0
27999, 47406, 0, 0, 0
28999, 47450, 0, 0, 0
29999, 47462, 0, 0, 0
