999, 246373, 0, 0, 0
1999, 246615, 0, 0, 0
2999, 246317, 0, 0, 0
3999, 246469, 0, 0, 0
5000, 246354, 0, 0, 0
5999, 246595, 0, 0, 0
6999, 246675, 0, 0, 0
7999, 246607, 0, 0, 0
8999, 246889, 0, 0, 0
9999, 246615, 0, 0, 0
10999, 246693, 0, 0, 0
11999, 246919, 0, 0, 0
12999, 246512, 0, 0, 0
13999, 246529, 0, 0, 0
14999, 246578, 0, 0, 0
15999, 246424, 0, 0, 0
16999, 246492, 0, 0, 0
17999, 246554, 0, 0, 0
19000, 246610, 0, 0, 0
19999, 246308, 0, 0, 0
20999, 246572, 0, 0, 0
21999, 246690, 0, 0, 0
22999, 246616, 0, 0, 0
24000, 246903, 0, 0, 0
24999, 246417, 0, 0, 0
25999, 246646, 0, 0, 0
26999, 246350, 0, 0, 0
27999, 246122, 0, 0, 0
29000, 246176, 0, 0, 0
29999, 246501, 0, 0, 0
