999, 129728, 0, 0, 0
1999, 129532, 0, 0, 0
2999, 129961, 0, 0, 0
3999, 129920, 0, 0, 0
4999, 129934, 0, 0, 0
5999, 130171, 0, 0, 0
6999, 129999, 0, 0, 0
7999, 129865, 0, 0, 0
8999, 130267, 0, 0, 0
9999, 130127, 0, 0, 0
10999, 130054, 0, 0, 0
11999, 130034, 0, 0, 0
12999, 129737, 0, 0, 0
13999, 129901, 0, 0, 0
14999, 129781, 0, 0, 0
15999, 129667, 0, 0, 0
16999, 130157, 0, 0, 0
17999, 129921, 0, 0, 0
18999, 129836, 0, 0, 0
19999, 130085, 0, 0, 0
21000, 129782, 0, 0, 0
21999, 129853, 0, 0, 0
22999, 130005, 0, 0, 0
23999, 129879, 0, 0, 0
24999, 129708, 0, 0, 0
26000, 129828, 0, 0, 0
26999, 129712, 0, 0, 0
27999, 129791, 0, 0, 0
28999, 129962, 0, 0, 0
29999, 129870, 0, 0, 0
