999, 155136, 0, 0, 0
1999, 155186, 0, 0, 0
2999, 154840, 0, 0, 0
3999, 154939, 0, 0, 0
4999, 154840, 0, 0, 0
6000, 154617, 0, 0, 0
6999, 154939, 0, 0, 0
7999, 154998, 0, 0, 0
8999, 154941, 0, 0, 0
9999, 154862, 0, 0, 0
10999, 154883, 0, 0, 0
12000, 155028, 0, 0, 0
12999, 155030, 0, 0, 0
13999, 152864, 0, 0, 0
14999, 154324, 0, 0, 0
15999, 155202, 0, 0, 0
16999, 155050, 0, 0, 0
17999, 155183, 0, 0, 0
18999, 155167, 0, 0, 0
19999, 155354, 0, 0, 0
20999, 155271, 0, 0, 0
21999, 155073, 0, 0, 0
23000, 155244, 0, 0, 0
23999, 155298, 0, 0, 0
24999, 154910, 0, 0, 0
25999, 155148, 0, 0, 0
26999, 155163, 0, 0, 0
27999, 155033, 0, 0, 0
29000, 155014, 0, 0, 0
29999, 154925, 0, 0, 0
