999, 133198, 0, 0, 0
1999, 133345, 0, 0, 0
2999, 133474, 0, 0, 0
3999, 133761, 0, 0, 0
4999, 133820, 0, 0, 0
6000, 133671, 0, 0, 0
6999, 133768, 0, 0, 0
7999, 133742, 0, 0, 0
8999, 133673, 0, 0, 0
9999, 133720, 0, 0, 0
10999, 133579, 0, 0, 0
11999, 133754, 0, 0, 0
12999, 133170, 0, 0, 0
13999, 133050, 0, 0, 0
14999, 133393, 0, 0, 0
15999, 133666, 0, 0, 0
16999, 133747, 0, 0, 0
17999, 133923, 0, 0, 0
19000, 133679, 0, 0, 0
19999, 133651, 0, 0, 0
20999, 132950, 0, 0, 0
21999, 132212, 0, 0, 0
22999, 133352, 0, 0, 0
23999, 133099, 0, 0, 0
25000, 133204, 0, 0, 0
25999, 133222, 0, 0, 0
26999, 133466, 0, 0, 0
27999, 133372, 0, 0, 0
28999, 133493, 0, 0, 0
29999, 132005, 0, 0, 0
